"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"JNL/Goldman Sachs Emerging Markets Dbt A","","FSUSA08XV7","0C00002YOU","Jackson National","BN0000095W","Jackson","2008-10-06","","2020-04-27","Merged","JNL/DoubleLine Emerging Mkts Fxd Inc A","US46644W1201","","","","","Open-End Fund","Taxable Bond","US Fund Emerging-Markets Local-Currency Bond","No","No","No","","Jackson National Asset Management LLC","United States","","No","","JNL/Goldman Sachs Emerging Markets Dbt I","Yes","Goldman Sachs Asset Management, L.P.;Goldman Sachs Asset Management Intl;","No","No","","","-20,755,019.66","","","","","129,342,864.00","128,333,164.00","126,414,917.00","125,786,671.00","124,723,182.00","129,211,940.00","128,062,273.00","122,167,419.00","121,649,291.00","122,206,911.00","118,845,437.00","120,937,506.00","118,769,230.00","113,550,146.00","93,472,225.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/Goldman Sachs Emerging Markets Dbt I","","FSUSA08XV7","0C00002YOU","Jackson National","BN0000095W","Jackson","2008-10-06","","2020-04-27","Merged","JNL/DoubleLine Emerging Mkts Fxd Inc I","US46644W6580","","","","","Open-End Fund","Taxable Bond","US Fund Emerging-Markets Local-Currency Bond","No","No","No","","Jackson National Asset Management LLC","United States","","Yes","","JNL/Goldman Sachs Emerging Markets Dbt I","Yes","Goldman Sachs Asset Management, L.P.;Goldman Sachs Asset Management Intl;","No","No","","","-14,511,279.65","","","","","157,122,651.00","155,270,812.00","153,105,312.00","153,556,495.00","153,224,438.00","159,140,811.00","159,094,383.00","151,872,844.00","152,880,576.00","154,489,826.00","151,314,225.00","155,709,995.00","153,244,574.00","148,975,608.00","125,778,061.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Principal LifeTime 2060 R2","","FS00009WRL","0C00001Z52","Principal Funds","BN000009RO","Principal","2013-03-01","","2021-03-01","Merged","Principal LifeTime 2060 R3","US74255L5306","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Principal Global Investors LLC","United States","James W. Fennessey;Randy L. Welch;Scott W. Smith;","No","PLTZX","Principal LifeTime 2060 Institutional","No","","No","No","","","498,285.25","604,455.89","","","","1,975,798.00","2,083,314.00","2,112,661.00","2,095,557.00","1,919,009.00","2,128,129.00","2,107,483.00","2,100,702.00","2,103,864.00","2,062,099.00","2,105,375.00","2,687,999.00","2,758,814.00","2,574,667.00","2,360,894.00","2,751,397.00","2,862,811.00","2,987,653.00","3,221,881.00","3,429,357.00","3,143,886.00","3,154,750.00","3,635,224.00","3,859,156.00","3,993,824.00","4,224,675.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"State Street Target Retirement 2060 A","","FS0000AREC","0C00001RSQ","State Street Global Advisors","BN00000A2O","State Street","2014-09-30","","2018-10-12","Merged","State Street Target Retirement 2060 I","US85749R5524","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","SSGA Funds Management Inc","United States","Michael Narkiewicz;Seamus Quinn;","No","SSDYX","State Street Target Retirement 2060 K","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nationwide Destination 2060 C","","FS0000AWXX","0C00001YZ2","Nationwide","BN000009IQ","Nationwide","2014-11-28","","2019-08-23","Merged","Nationwide Destination 2060 A","US63867N1587","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Nationwide Fund Advisors","United States","Christopher C Graham;Andrew Urban;Keith P. Robinette;","No","NWWVX","Nationwide Destination 2060 Instl Svc","No","","No","No","","","","","","","","152,588.00","164,408.00","166,527.00","175,186.00","74,031.00","72,400.00","72,805.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manning & Napier Target 2060 I","","FS0000BKKJ","0C00001YS3","Manning & Napier","BN000009CX","Manning & Napier Advisors Inc.","2015-09-21","","2020-09-28","Merged","Manning & Napier Pro-Blend Max Term I","US56382P6667","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Manning & Napier Advisors, LLC","United States","","Yes","","Manning & Napier Target 2060 I","No","","No","No","","","110,765.28","","","","","180,287.00","152,235.00","161,214.00","227,810.00","223,210.00","254,268.00","261,247.00","269,152.00","280,373.00","286,734.00","298,358.00","328,567.00","333,611.00","318,808.00","294,708.00","343,252.00","368,151.00","389,479.00","383,217.00","405,359.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manning & Napier Target 2060 K","","FS0000BKKJ","0C00001YS3","Manning & Napier","BN000009CX","Manning & Napier Advisors Inc.","2015-09-21","","2020-09-28","Merged","Manning & Napier Pro-Blend Max Term S","US5638215948","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Manning & Napier Advisors, LLC","United States","","No","","Manning & Napier Target 2060 I","No","","No","No","","","-1,797,826.33","","","","","3,415,735.00","3,511,261.00","3,629,561.00","3,841,520.00","4,091,984.00","4,307,283.00","4,291,140.00","4,439,432.00","5,873,496.00","5,974,498.00","6,174,226.00","6,504,850.00","6,601,907.00","6,348,820.00","5,542,849.00","6,233,794.00","6,668,546.00","6,729,053.00","6,997,489.00","6,726,413.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manning & Napier Target 2060 R","","FS0000BKKJ","0C00001YS3","Manning & Napier","BN000009CX","Manning & Napier Advisors Inc.","2015-09-21","","2020-09-28","Merged","Manning & Napier Pro-Blend Max Term R","US5638215609","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Manning & Napier Advisors, LLC","United States","","No","","Manning & Napier Target 2060 I","No","","No","No","","","1,377,408.19","","","","","5,409,631.00","5,784,165.00","6,076,491.00","6,452,782.00","6,543,372.00","7,013,783.00","7,209,674.00","7,380,889.00","6,675,761.00","6,975,859.00","7,418,276.00","7,774,863.00","7,970,941.00","7,716,711.00","6,928,493.00","7,830,565.00","8,463,473.00","8,539,145.00","8,869,623.00","8,666,660.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Allspring Target 2060 A","","FS0000BSKL","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-06-30","","2022-08-26","Merged","Allspring Dynamic Target 2060 A","US94987W2576","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Target 2060 R6","Yes","Allspring Global Investments, LLC","No","No","","","422,349.46","-7,743.03","138,670.77","","","628,072.00","668,374.00","695,138.00","726,088.00","712,496.00","778,682.00","871,856.00","805,326.00","836,080.00","879,438.00","924,488.00","987,859.00","993,566.00","982,592.00","976,887.00","863,706.00","913,482.00","922,328.00","993,168.00","1,052,308.00","1,041,329.00","969,848.00","1,166,521.00","1,094,442.00","1,116,865.00","1,175,462.00","1,249,583.00","1,338,954.00","1,377,773.00","1,388,058.00","1,403,619.00","1,290,168.00","1,220,649.00","1,274,517.00","1,267,490.00","1,409,521.00","1,357,824.00","1,348,857.00","1,368,704.00","1,242,611.00","1,235,187.00","861,387.00","923,652.00","","","","","","","","","","","","","","","","",""
"Allspring Target 2060 C","","FS0000BSKL","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-06-30","","2022-08-26","Merged","Allspring Dynamic Target 2060 C","US94987W2402","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Target 2060 R6","Yes","Allspring Global Investments, LLC","No","No","","","-35,950.48","-85,603.20","8,050.07","","","214,517.00","220,998.00","222,444.00","196,105.00","187,728.00","197,819.00","197,771.00","185,338.00","188,958.00","192,212.00","195,551.00","200,305.00","141,702.00","141,623.00","121,588.00","133,289.00","140,143.00","142,698.00","148,455.00","156,710.00","153,166.00","150,482.00","122,142.00","129,035.00","130,405.00","133,986.00","138,810.00","144,458.00","147,926.00","149,307.00","150,648.00","154,893.00","149,443.00","157,417.00","153,917.00","155,679.00","149,458.00","147,448.00","150,438.00","140,950.00","143,955.00","133,393.00","143,808.00","","","","","","","","","","","","","","","","",""
"Allspring Target 2060 Admin","","FS0000BSKL","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-06-30","","2022-08-26","Merged","Allspring Dynamic Target 2060 Admin","US94990B4499","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Target 2060 R6","Yes","Allspring Global Investments, LLC","No","No","","","-148,636.04","-892,029.67","892,215.15","","","2,805,009.00","3,061,830.00","3,223,616.00","3,244,860.00","3,005,073.00","3,210,728.00","3,308,393.00","3,350,136.00","3,504,163.00","3,600,941.00","3,715,425.00","3,801,491.00","3,877,289.00","3,612,152.00","2,801,713.00","2,776,735.00","2,921,468.00","2,971,784.00","2,890,251.00","3,010,270.00","2,833,794.00","2,697,543.00","2,971,265.00","3,051,531.00","3,137,005.00","3,258,987.00","3,840,003.00","3,909,620.00","4,214,823.00","4,609,355.00","4,007,174.00","4,137,411.00","4,166,236.00","4,571,045.00","4,575,643.00","4,470,484.00","4,341,460.00","4,649,632.00","2,938,526.00","2,798,113.00","2,507,672.00","2,310,620.00","2,162,672.00","","","","","","","","","","","","","","","","",""
"Allspring Target 2060 R","","FS0000BSKL","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-06-30","","2022-08-26","Merged","Allspring Dynamic Target 2060 A","US94987W2576","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Target 2060 R6","Yes","Allspring Global Investments, LLC","No","No","","","13,151.13","15,595.98","18,964.86","","","51,509.00","53,655.00","54,676.00","56,780.00","55,715.00","59,160.00","60,668.00","62,196.00","64,349.00","67,142.00","68,741.00","71,638.00","71,667.00","67,034.00","58,485.00","65,262.00","69,424.00","71,135.00","79,014.00","84,434.00","82,683.00","82,141.00","92,580.00","97,676.00","99,117.00","102,769.00","107,456.00","112,139.00","115,370.00","117,411.00","118,901.00","128,931.00","120,811.00","127,193.00","125,204.00","131,328.00","127,745.00","126,004.00","129,999.00","28,522.00","28,860.00","26,558.00","28,393.00","","","","","","","","","","","","","","","","",""
"Allspring Target 2060 R4","","FS0000BSKL","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-06-30","","2022-08-26","Merged","Allspring Dynamic Target 2060 R4","US94987W2246","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Target 2060 R6","Yes","Allspring Global Investments, LLC","No","No","","","344,855.19","-690,155.00","100,979.04","","","1,919,134.00","2,037,778.00","2,202,776.00","2,352,493.00","2,381,111.00","2,565,716.00","2,572,748.00","2,621,884.00","2,659,721.00","2,769,479.00","2,843,427.00","2,948,608.00","2,960,228.00","2,295,061.00","2,124,236.00","2,330,264.00","2,421,981.00","2,390,225.00","2,481,729.00","2,158,482.00","1,999,674.00","1,983,326.00","2,267,675.00","2,461,946.00","2,490,381.00","2,583,844.00","2,709,943.00","2,858,107.00","2,943,836.00","2,948,211.00","2,980,261.00","3,044,820.00","2,918,686.00","2,950,953.00","2,656,467.00","2,948,543.00","2,840,042.00","2,803,185.00","3,003,421.00","2,756,953.00","2,732,614.00","2,517,720.00","2,705,912.00","","","","","","","","","","","","","","","","",""
"Allspring Target 2060 R6","","FS0000BSKL","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-06-30","","2022-08-26","Merged","Allspring Dynamic Target 2060 R6","US94987W2162","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","Yes","","Allspring Target 2060 R6","Yes","Allspring Global Investments, LLC","No","No","","","2,930,029.13","2,950,921.26","880,425.97","","","12,006,853.00","10,488,877.00","11,596,940.00","12,326,061.00","12,213,964.00","13,268,047.00","13,659,591.00","13,929,212.00","14,677,597.00","15,380,488.00","15,442,360.00","16,498,842.00","15,752,807.00","15,433,743.00","13,629,262.00","15,515,664.00","16,706,663.00","17,365,916.00","17,649,662.00","18,952,914.00","18,887,803.00","18,800,397.00","21,107,157.00","21,871,216.00","22,349,066.00","21,515,634.00","23,909,365.00","25,306,707.00","23,212,654.00","23,852,323.00","24,341,619.00","25,405,965.00","23,437,395.00","24,709,800.00","24,794,539.00","26,111,523.00","25,248,732.00","24,514,875.00","27,466,212.00","24,357,546.00","22,863,353.00","4,614,701.00","5,086,370.00","","","","","","","","","","","","","","","","",""
"Allspring Dynamic Target 2060 A","","FS0000BSKO","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-11-30","","2024-02-09","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","Yes","","Allspring Dynamic Target 2060 A","Yes","Allspring Global Investments, LLC","No","No","","","154,194.61","-125,916.94","91,455.63","-22,123.14","91,751.28","280,967.00","289,521.00","292,303.00","300,285.00","288,092.00","304,456.00","293,110.00","289,585.00","301,156.00","308,312.00","464,667.00","476,192.00","471,598.00","344,535.00","242,631.00","266,272.00","257,202.00","263,779.00","275,618.00","289,482.00","293,896.00","294,549.00","328,012.00","365,413.00","376,100.00","407,169.00","424,187.00","467,084.00","483,723.00","492,902.00","499,891.00","475,538.00","463,155.00","487,280.00","504,898.00","525,862.00","512,780.00","498,084.00","512,606.00","523,542.00","539,412.00","512,158.00","540,513.00","1,293,557.00","1,218,275.00","1,307,474.00","1,410,346.00","1,335,900.00","1,456,918.00","1,392,292.00","1,436,786.00","1,442,286.00","1,435,942.00","1,523,729.00","1,588,810.00","1,564,705.00","1,509,143.00","1,463,603.00","1,583,719.00","1,658,861.00"
"Allspring Dynamic Target 2060 C","","FS0000BSKO","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-11-30","","2024-02-09","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Dynamic Target 2060 A","Yes","Allspring Global Investments, LLC","No","No","","","-1,095.91","-1,154.21","1,737.20","-136,583.94","-58,814.14","97,522.00","100,249.00","100,676.00","102,910.00","98,264.00","103,513.00","103,394.00","101,647.00","103,478.00","105,513.00","107,455.00","108,800.00","107,188.00","99,289.00","89,864.00","96,908.00","100,792.00","101,868.00","105,414.00","112,153.00","108,713.00","106,647.00","118,351.00","122,503.00","122,748.00","126,060.00","129,462.00","134,433.00","136,774.00","137,908.00","138,181.00","141,429.00","135,879.00","141,926.00","138,133.00","143,664.00","136,724.00","131,657.00","131,604.00","123,351.00","125,256.00","115,783.00","120,937.00","111,854.00","105,478.00","112,877.00","122,440.00","119,711.00","129,400.00","109,452.00","111,448.00","113,215.00","112,599.00","120,713.00","125,651.00","122,651.00","119,165.00","112,164.00","122,489.00","78,365.00"
"Allspring Dynamic Target 2060 R4","","FS0000BSKO","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-11-30","","2024-02-09","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Dynamic Target 2060 A","Yes","Allspring Global Investments, LLC","No","No","","","-1,944.53","-1,773.87","1,854.05","236,991.33","211,472.32","99,217.00","102,075.00","102,596.00","104,965.00","100,322.00","105,766.00","105,739.00","104,051.00","106,013.00","108,194.00","110,284.00","110,934.00","109,392.00","101,412.00","91,866.00","99,153.00","103,220.00","104,413.00","108,151.00","113,460.00","110,076.00","108,084.00","120,047.00","123,664.00","124,012.00","127,462.00","131,019.00","136,176.00","138,665.00","139,936.00","140,343.00","143,767.00","138,246.00","144,528.00","140,789.00","146,577.00","139,613.00","134,549.00","134,339.00","125,816.00","127,870.00","118,303.00","123,680.00","2,622,235.00","2,466,158.00","2,613,187.00","2,828,274.00","2,856,149.00","2,997,654.00","2,959,320.00","3,130,272.00","3,182,842.00","3,078,515.00","3,221,239.00","3,367,039.00","3,285,934.00","3,177,875.00","3,062,164.00","3,324,002.00","3,567,719.00"
"Allspring Dynamic Target 2060 R6","","FS0000BSKO","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2015-11-30","","2024-02-09","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Dynamic Target 2060 A","Yes","Allspring Global Investments, LLC","No","No","","","-90,124.02","-52,807.95","205,868.10","-4,184,878.06","2,293,365.81","4,572,826.00","4,705,071.00","4,729,649.00","4,839,463.00","4,626,002.00","4,877,625.00","4,877,017.00","4,799,830.00","4,891,884.00","4,994,927.00","5,092,941.00","5,117,793.00","5,049,834.00","4,683,774.00","4,248,244.00","4,588,347.00","4,779,746.00","4,838,062.00","5,013,069.00","5,262,678.00","5,110,533.00","5,021,542.00","5,580,860.00","5,746,161.00","5,768,662.00","5,938,704.00","6,121,829.00","6,372,769.00","6,498,761.00","6,568,241.00","6,596,124.00","6,771,970.00","6,521,799.00","6,829,104.00","6,659,678.00","6,944,045.00","6,665,449.00","6,404,914.00","6,422,585.00","6,026,366.00","6,136,183.00","5,688,040.00","5,960,899.00","5,170,158.00","4,873,612.00","5,234,784.00","5,807,239.00","5,633,834.00","5,958,076.00","5,925,325.00","6,039,901.00","6,114,119.00","5,901,000.00","6,624,889.00","7,054,295.00","7,080,395.00","7,143,310.00","7,412,726.00","8,309,824.00","9,042,050.00"
"T. Rowe Price Retirement I 2060 I","","FS0000BZTL","0C00001YZ8","T. Rowe Price","BN00000A4H","T. Rowe Price","2015-09-29","","2024-02-16","Merged","T. Rowe Price Retirement 2060 I","US8727971967","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","T. Rowe Price Associates, Inc.","United States","","Yes","","T. Rowe Price Retirement I 2060 I","No","","No","No","","","219,720,214.04","234,705,912.26","388,157,773.24","469,741,564.61","552,314,063.85","239,104,105.00","262,855,906.00","280,971,350.00","313,010,499.00","314,319,975.00","349,112,243.00","367,336,975.00","375,899,441.00","394,665,310.00","425,325,650.00","456,335,733.00","490,466,365.00","509,778,150.00","496,388,338.00","455,852,962.00","530,445,975.00","578,884,193.00","578,817,668.00","616,943,901.00","668,157,538.00","671,104,068.00","687,370,020.00","784,402,942.00","861,935,353.00","884,372,155.00","954,028,328.00","1,043,014,286.00","1,071,045,727.00","1,102,740,060.00","1,146,714,471.00","1,204,369,298.00","1,248,317,967.00","1,227,631,575.00","1,299,749,081.00","1,346,237,413.00","1,419,006,076.00","1,369,477,602.00","1,366,077,016.00","1,437,361,979.00","1,357,314,477.00","1,405,050,899.00","1,330,708,234.00","1,447,986,993.00","1,434,981,623.00","1,351,169,228.00","1,474,434,509.00","1,617,335,728.00","1,590,987,370.00","1,731,892,618.00","1,728,445,636.00","1,849,213,516.00","1,905,942,579.00","1,937,439,892.00","2,090,949,354.00","2,242,263,008.00","2,230,244,638.00","2,191,723,738.00","2,196,003,106.00","2,411,847,487.00","2,525,243,001.00"
